10:48:32,#,On System
10:50:01,#,On System
10:50:02,#,On System
Time, Class, Data
10:50:02,@,On System
10:50:02,@,On System
10:50:02,@,On System
10:50:02,@,On System
10:50:02,@,On System
10:50:02,@,On System
10:50:02,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:03,@,On System
10:50:04,@,On System
10:50:04,@,On System
10:50:04,@,On System
10:50:04,@,On System
10:50:04,@,On System
10:50:04,#,On System
10:50:05,#,On System
10:53:12,#,On System
10:53:13,#,On System
Time, Class, Data
10:53:13,@,91
10:53:13,@,36
10:53:13,@,17
10:53:13,@,5
10:53:13,@,91
10:53:14,@,39
10:53:14,@,79
10:53:14,@,98
10:53:14,@,21
10:53:14,@,90
10:53:14,@,93
10:53:14,@,31
10:53:14,#,On System
10:53:16,#,On System
10:54:29,#,On System
10:54:29,#,Start System
Time, Class, Data
10:54:29,@,95
10:54:30,@,66
10:54:30,@,79
10:54:30,@,73
10:54:30,@,0
10:54:30,@,91
10:54:30,@,2
10:54:30,@,10
10:54:30,@,84
10:54:30,@,88
10:54:31,@,75
10:54:31,@,76
10:54:31,#,Stop System
10:54:32,#,On System
11:34:41,#,On System
11:35:03,#,On System
11:44:39,#,On System
11:44:41,@,2020245
11:44:42,@,2120503
11:44:42,@,2220245
11:44:43,@,2120245
11:44:43,#,Start System
Time, Class, Temp, Humi, PPM
11:44:43,@,2020503
11:44:44,@,2220503
11:44:44,@,2120245
11:44:45,@,2020245
11:44:45,@,2020245
11:44:46,@,2020503
11:44:46,#,Stop System
11:44:46,@,2220245
11:44:47,@,1920245
11:44:47,@,1820245
11:44:48,@,2120503
11:44:48,@,2220245
11:44:49,#,On System
11:45:44,#,On System
11:45:46,@,20,20,245
11:45:46,@,20,20,503
11:45:46,#,Start System
Time, Class, Temp, Humi, PPM
11:45:47,@,21,20,245
11:45:47,@,20,20,503
11:45:48,@,21,20,245
11:45:48,@,21,20,503
11:45:49,@,22,20,503
11:45:49,@,23,20,245
11:45:49,#,Stop System
11:45:50,@,20,20,245
11:45:50,@,21,20,245
11:45:51,#,On System
11:51:03,#,On System
11:51:04,@,20,20,245
11:51:05,@,21,20,245
11:51:05,@,21,20,503
11:51:06,#,Start System
Time, Class, Temp, Humi, PPM
11:51:06,@,22,20,245
11:51:06,@,21,20,503
11:51:07,@,23,20,245
11:51:07,@,21,20,245
11:51:08,@,21,20,503
11:51:08,@,22,20,503
11:51:09,@,22,20,503
11:51:09,@,23,20,245
11:51:10,@,21,20,245
11:51:10,@,20,20,245
11:51:11,@,21,20,245
11:51:12,@,22,20,245
11:51:12,@,21,20,245
11:51:13,@,20,20,245
11:51:13,@,21,27,503
11:51:14,@,23,20,245
11:51:14,@,20,20,503
11:51:15,@,24,20,245
11:51:15,@,20,20,503
11:51:16,@,21,20,245
11:51:16,@,21,20,503
11:51:17,@,24,20,245
11:51:17,@,21,20,245
11:51:18,#,Stop System
11:51:18,@,20,20,503
11:51:18,@,22,20,245
11:51:19,@,20,28,245
11:51:19,#,On System
12:02:44,#,On System
12:02:45,@,22,20,245
12:02:46,@,20,27,245
12:02:46,@,21,20,245
12:02:47,@,20,20,245
12:02:47,#,Start System
Time, Class, Temp, Humi, PPM
12:02:47,@,19,28,503
12:02:48,@,22,20,245
12:02:48,@,20,20,245
12:02:49,@,20,20,245
12:02:49,@,21,20,245
12:02:50,@,21,20,245
12:02:50,@,21,20,503
12:02:51,@,23,20,245
12:02:52,@,21,20,503
12:02:52,@,22,20,245
12:02:53,#,Stop System
12:02:53,@,18,20,503
12:02:53,@,21,20,245
12:02:54,@,20,20,245
12:02:54,@,20,20,245
12:02:55,#,On System
12:04:31,#,On System
12:04:32,@,20,20,503
12:04:33,@,22,20,245
12:04:33,@,20,20,245
12:04:34,#,On System
12:04:49,#,On System
12:04:51,@,18,20,503
12:04:52,@,22,20,245
12:04:52,@,20,20,245
12:04:53,@,20,20,245
12:04:53,@,18,20,245
12:04:54,@,20,20,503
12:04:54,@,22,20,503
12:04:55,@,22,20,503
12:04:55,@,23,20,245
12:04:56,@,20,20,245
12:04:56,@,20,20,503
12:04:57,@,22,20,245
12:04:57,@,21,20,503
12:04:58,@,22,20,245
12:04:59,@,18,20,245
12:04:59,@,20,20,503
12:05:00,@,23,20,245
12:05:00,@,20,20,245
12:05:01,@,20,20,503
12:05:01,@,21,20,245
12:05:02,@,21,20,245
12:05:02,@,21,20,245
12:05:03,@,20,20,245
12:05:03,@,20,20,503
12:05:04,@,22,20,245
12:05:04,@,21,20,245
12:05:05,@,18,20,503
12:05:05,@,22,20,245
12:05:06,@,20,20,245
12:05:06,@,20,20,245
12:05:07,@,21,20,245
12:05:07,@,20,20,245
12:05:08,@,21,20,503
12:05:09,@,22,20,245
12:05:09,@,21,20,245
12:05:10,@,20,20,245
12:05:10,@,18,20,245
12:05:11,@,20,20,245
12:05:11,@,20,20,245
12:05:12,@,20,20,245
12:05:12,@,20,20,245
12:05:13,@,21,20,245
12:05:13,@,20,20,245
12:05:14,@,20,20,503
12:05:14,@,22,20,503
12:05:15,@,21,20,503
12:05:15,@,22,20,245
12:05:16,@,19,20,245
12:05:16,@,20,20,245
12:05:17,@,20,20,245
12:05:18,#,On System
12:05:37,#,On System
12:05:38,@,21,20,245
12:05:38,@,20,20,503
12:05:39,@,21,20,503
12:05:39,@,22,20,245
12:05:40,@,21,20,503
12:05:41,@,23,20,245
12:05:41,@,21,20,245
12:05:42,@,21,20,245
12:05:42,@,21,20,503
12:05:43,#,On System
12:06:05,#,On System
12:06:06,@,21,20,245
12:06:06,@,21,20,245
12:06:07,@,21,20,503
12:06:07,@,21,20,503
12:06:08,@,23,20,245
12:06:08,@,20,20,245
12:06:09,@,21,20,245
12:06:09,@,20,20,245
12:06:10,@,20,20,245
12:06:10,@,20,20,503
12:06:11,@,22,20,503
12:06:11,@,22,20,245
12:06:12,@,20,20,245
12:06:13,@,21,20,245
12:06:13,@,20,20,245
12:06:14,@,21,20,503
12:06:14,@,22,20,245
12:06:15,@,21,20,245
12:06:15,@,21,20,245
12:06:16,@,19,20,245
12:06:16,@,20,20,245
12:06:17,@,20,20,245
12:06:17,@,21,20,245
12:06:18,@,21,20,503
12:06:18,@,22,20,245
12:06:19,@,22,20,245
12:06:19,@,20,20,245
12:06:20,@,21,20,503
12:06:20,@,22,20,503
12:06:21,@,23,20,245
12:06:21,@,20,20,245
12:06:22,@,20,20,245
12:06:22,@,20,20,245
12:06:23,@,21,20,503
12:06:24,@,24,20,245
12:06:24,@,20,20,245
12:06:25,@,18,20,503
12:06:25,@,21,20,503
12:06:26,@,23,20,245
12:06:26,@,22,20,245
12:06:27,@,21,20,245
12:06:27,@,20,20,245
12:06:28,@,20,20,245
12:06:28,@,21,20,245
12:06:29,@,21,20,245
12:06:29,@,20,20,503
12:06:30,@,24,20,245
12:06:30,@,20,20,245
12:06:31,@,20,20,245
12:06:31,@,20,20,503
12:06:32,@,22,20,503
12:06:32,@,23,20,245
12:06:33,@,20,20,245
12:06:34,@,20,20,245
12:06:34,@,20,20,245
12:06:35,@,20,20,503
12:06:35,@,22,20,245
12:06:36,@,20,20,245
12:06:36,@,21,20,245
12:06:37,@,21,20,503
12:06:37,@,21,20,503
12:06:38,@,22,20,245
12:06:38,@,21,20,245
12:06:39,@,20,20,503
12:06:39,@,23,20,503
12:06:40,@,21,20,245
12:06:40,@,20,20,245
12:06:41,@,20,20,503
12:06:41,@,22,20,245
12:06:42,@,21,20,503
12:06:42,@,23,20,503
12:06:43,@,21,20,503
12:06:43,@,23,20,245
12:06:44,@,20,20,503
12:06:45,@,21,20,503
12:06:45,@,21,20,245
12:06:46,@,20,20,245
12:06:46,@,21,20,245
12:06:47,@,20,20,245
12:06:47,@,19,20,503
12:06:48,@,23,20,503
12:06:48,@,23,20,503
12:06:49,@,22,20,245
12:06:49,@,20,20,245
12:06:50,@,21,20,503
12:06:50,@,22,20,245
12:06:51,@,20,20,245
12:06:51,@,20,20,245
12:06:52,@,21,20,503
12:06:52,@,23,20,245
12:06:53,@,20,20,503
12:06:53,@,23,20,245
12:06:54,@,20,20,245
12:06:55,@,19,20,245
12:06:55,@,20,20,245
12:06:56,@,21,20,245
12:06:56,@,20,20,245
12:06:57,@,20,20,245
12:06:57,@,20,20,245
12:06:58,@,20,20,245
12:06:58,@,20,20,245
12:06:59,@,20,20,245
12:06:59,@,21,20,245
12:07:00,@,20,20,503
12:07:00,@,23,20,245
12:07:01,@,20,20,245
12:07:01,@,21,20,503
12:07:02,@,22,20,503
12:07:02,@,23,20,245
12:07:03,@,20,20,503
12:07:03,@,23,20,245
12:07:04,@,20,20,503
12:07:04,@,23,20,503
12:07:05,@,21,20,245
12:07:06,#,On System
